3987,Richard Martinez,44,Mature,NEW,4,2,117,6,6,2014-01-16,58,29,144
3988,Misty Nara,44,Mature,NEW,0,1,25,1,1,2013-06-07,25,25,151
3989,Mandy Lu,46,Mature,NEW,6,2,71,4,4,2013-12-31,35,11,145
3990,Shawna She,45,Mature,NEW,0,1,32,3,3,2013-06-22,32,32,151
3991,Nelson Ramos,45,Mature,REGULAR,19,2,4173,4,4,2013-06-20,2086,219,151
3992,Edwin Zhao,45,Mature,VIP,29,3,6706,6,6,2013-12-09,2235,231,145
3993,Dale Andersen,108,Senior Citizen,NEW,4,2,106,5,5,2014-01-05,53,26,144
3994,Sean Morgan,46,Mature,NEW,4,2,153,7,7,2013-07-17,76,38,150
3995,Seth King,45,Mature,NEW,0,1,30,2,2,2013-05-30,30,30,152
3996,Stefanie Malhotra,41,Mature,REGULAR,13,2,2833,4,4,2013-07-21,1416,217,150
3997,Ross Gill,45,Mature,NEW,0,1,22,1,1,2013-06-30,22,22,151
3998,Angel Cooper,46,Mature,REGULAR,19,2,4143,3,3,2013-07-30,2071,218,150
3999,Robert Rodriguez,47,Mature,REGULAR,14,2,3058,5,5,2013-08-07,1529,218,149
4000,Arianna Morris,48,Mature,NEW,0,2,57,6,5,2014-01-06,28,57,144
4001,Kelli Zhou,48,Mature,NEW,0,1,46,2,2,2013-02-24,46,46,155
4002,Autumn Lu,48,Mature,NEW,0,1,31,2,2,2013-07-19,31,31,150
4003,Jenny Lin,48,Mature,REGULAR,14,2,2782,3,3,2013-08-12,1391,198,149
4004,Dennis Yang,42,Mature,REGULAR,14,2,3048,6,6,2013-08-19,1524,217,149
4005,Suzanne Hu,47,Mature,REGULAR,14,2,3073,5,5,2013-08-04,1536,219,149
4006,Adrian Cooper,42,Mature,REGULAR,22,2,1503,3,3,2013-10-12,751,68,147
4007,Grace Jackson,42,Mature,REGULAR,19,2,2994,2,2,2013-07-07,1497,157,150
4008,Jaime Rubio,43,Mature,NEW,9,3,210,9,9,2013-11-13,70,23,146
4009,Blake Parker,43,Mature,NEW,7,3,171,9,8,2013-10-26,57,24,147
4010,Chloe Patterson,44,Mature,NEW,0,1,37,3,3,2013-05-13,37,37,152
4011,Cory Suri,43,Mature,NEW,0,1,81,3,3,2013-12-23,81,81,145
4012,Amber Mitchell,43,Mature,NEW,0,1,90,3,3,2013-07-09,90,90,150
4013,Emma Hughes,44,Mature,NEW,0,1,40,2,2,2013-12-20,40,40,145
4014,Julia Campbell,44,Mature,NEW,0,1,27,2,2,2013-05-03,27,27,152
4015,Warren Liu,66,Senior Citizen,NEW,9,2,3860,6,6,2013-06-12,1930,428,151
4016,Randy Liu,71,Senior Citizen,NEW,8,2,3804,3,3,2013-06-04,1902,475,151
4017,Daniel Clark,41,Mature,REGULAR,22,2,1498,3,3,2013-10-09,749,68,147
4018,Amanda Ramirez,40,Mature,REGULAR,13,2,1307,5,5,2013-01-20,653,100,156
4019,Felicia Martin,69,Senior Citizen,NEW,0,2,112,4,4,2013-02-25,56,112,155
4020,Mary Ramos,70,Senior Citizen,NEW,5,2,73,4,4,2013-08-25,36,14,149
4021,Christy Ma,69,Senior Citizen,NEW,4,2,40,4,4,2013-11-19,20,10,146
4022,Lucas Moore,70,Senior Citizen,NEW,8,2,39,2,2,2013-11-21,19,4,146
4023,Latasha Gutierrez,64,Senior Citizen,NEW,11,2,2999,3,3,2013-09-06,1499,272,148
4024,Juan Watson,42,Mature,REGULAR,19,2,3080,4,4,2013-07-26,1540,162,150
4025,Nathan Jones,57,Senior Citizen,NEW,6,2,79,4,4,2013-10-31,39,13,147
4026,Kristi Subram,68,Senior Citizen,NEW,0,2,129,6,6,2013-08-30,64,129,149
4027,Felicia Diaz,68,Senior Citizen,NEW,4,2,30,2,2,2013-08-11,15,7,149
4028,Tommy Jai,67,Senior Citizen,NEW,11,2,2853,4,4,2013-09-14,1426,259,148
4029,Tabitha Alvarez,41,Mature,NEW,8,2,3826,3,3,2013-06-26,1913,478,151
4030,Alejandro Ye,42,Mature,NEW,8,2,3826,3,3,2013-06-10,1913,478,151
4031,Jeffery Zheng,40,Mature,NEW,9,2,3786,4,4,2013-07-16,1893,420,150
4032,Darryl Lin,44,Mature,NEW,6,2,41,3,3,2013-08-24,20,6,149
4033,Meredith Suarez,45,Mature,NEW,9,2,3800,3,3,2013-07-28,1900,422,150
4034,Dana Moreno,45,Mature,NEW,9,2,3797,3,3,2013-07-31,1898,421,150
4035,Hector Suarez,41,Mature,NEW,8,2,103,5,5,2013-11-24,51,12,146
4036,Jay Mehta,42,Mature,NEW,10,2,3772,2,2,2013-08-25,1886,377,149
4037,Derek She,41,Mature,NEW,10,2,3785,3,3,2013-08-14,1892,378,149
4038,Jaime Raji,41,Mature,NEW,10,2,3856,5,5,2013-08-20,1928,385,149
4039,Cedric Yang,42,Mature,NEW,10,2,3750,2,2,2013-08-26,1875,375,149
4040,Michele Xie,44,Mature,NEW,3,2,79,4,4,2013-09-21,39,26,148
4041,George Lopez,44,Mature,NEW,10,2,3807,3,3,2013-08-25,1903,380,149
4042,Michele Goel,43,Mature,NEW,10,2,3826,3,3,2013-08-06,1913,382,149
4043,Bryant Perez,44,Mature,NEW,11,2,3807,3,3,2013-09-09,1903,346,148
4044,Joel Gonzalez,44,Mature,NEW,11,2,3846,4,4,2013-09-03,1923,349,148
4045,Valerie Hu,43,Mature,NEW,10,2,3803,5,5,2013-08-29,1901,380,149
4046,Tasha Luo,72,Senior Citizen,NEW,0,1,49,2,2,2013-07-25,49,49,150
4047,Casey Tang,77,Senior Citizen,VIP,29,2,5943,4,4,2013-12-17,2971,204,145
4048,Meghan Vazquez,59,Senior Citizen,VIP,29,3,6669,7,6,2013-12-19,2223,229,145
4049,Bonnie Yuan,60,Senior Citizen,VIP,28,3,6690,6,6,2013-12-01,2230,238,145
4050,Frank Dominguez,55,Senior Citizen,NEW,0,1,72,2,2,2013-11-26,72,72,146
4051,Joshua Miller,55,Senior Citizen,REGULAR,18,2,4206,4,4,2013-06-30,2103,233,151
4052,Harold McDonald,61,Senior Citizen,VIP,27,3,6650,4,4,2013-11-30,2216,246,146
4053,Kari Moreno,55,Senior Citizen,NEW,9,2,44,4,3,2013-11-26,22,4,146
4054,Kurt Andersen,56,Senior Citizen,NEW,0,1,94,3,3,2013-09-17,94,94,148
4055,Roger Anand,62,Senior Citizen,REGULAR,19,2,4155,5,5,2013-07-08,2077,218,150
4056,Patrick Torres,61,Senior Citizen,REGULAR,20,2,4178,3,3,2013-07-19,2089,208,150
4057,Jaime Suarez,62,Senior Citizen,VIP,28,3,6748,9,9,2013-12-01,2249,241,145
4058,Regina Chandra,56,Senior Citizen,NEW,6,2,115,5,5,2013-10-13,57,19,147
4059,Julio Suarez,56,Senior Citizen,VIP,28,3,6639,6,6,2013-12-04,2213,237,145
4060,Lisa Zhu,56,Senior Citizen,VIP,28,3,6793,10,9,2013-12-20,2264,242,145
4061,Max Vazquez,57,Senior Citizen,NEW,0,1,25,1,1,2013-12-29,25,25,145
4062,Margaret Ma,61,Senior Citizen,REGULAR,13,2,2782,3,3,2013-07-31,1391,214,150
4063,Jaime Alonso,60,Senior Citizen,VIP,28,3,6684,5,5,2013-12-20,2228,238,145
4064,Kari Malhotra,61,Senior Citizen,REGULAR,20,2,4133,4,4,2013-08-10,2066,206,149
4065,Erik Rubio,60,Senior Citizen,REGULAR,14,2,2992,3,3,2013-08-27,1496,213,149
4066,Alejandro Gao,45,Mature,NEW,0,1,24,2,2,2013-03-02,24,24,154
4067,Diana Munoz,51,Senior Citizen,NEW,0,1,25,1,1,2013-08-20,25,25,149
4068,Dana Alvarez,51,Senior Citizen,REGULAR,15,2,2804,4,4,2013-09-01,1402,186,148
4069,Jessica Barnes,45,Mature,NEW,0,1,81,5,5,2013-05-05,81,81,152
4070,Noah Lal,51,Senior Citizen,NEW,0,1,72,4,4,2013-03-03,72,72,154
4071,Alfredo Navarro,52,Senior Citizen,REGULAR,15,2,2771,4,4,2013-09-19,1385,184,148
4072,Krista Gutierrez,45,Mature,REGULAR,15,2,2747,2,2,2013-09-19,1373,183,148
4073,Whitney Subram,50,Mature,REGULAR,15,2,2756,3,3,2013-09-23,1378,183,148
4074,Tasha Chander,45,Mature,REGULAR,20,2,4143,2,2,2013-08-21,2071,207,149
4075,Elizabeth Perry,101,Senior Citizen,NEW,0,1,86,2,2,2014-01-19,86,86,144
4076,Alexa Kelly,100,Senior Citizen,NEW,9,2,75,3,3,2013-11-17,37,8,146
4077,Sheila Ramos,52,Senior Citizen,NEW,0,1,96,3,3,2013-12-18,96,96,145
4078,Dominique Lopez,52,Senior Citizen,VIP,28,3,6673,7,7,2013-12-19,2224,238,145
4079,Jacob Wilson,46,Mature,VIP,28,3,6675,4,4,2013-12-25,2225,238,145
4080,Jose Martin,52,Senior Citizen,REGULAR,15,2,2732,3,3,2013-09-16,1366,182,148
4081,Evelyn Chandra,40,Mature,VIP,19,3,8305,6,6,2013-07-09,2768,437,150
4082,Daisy Munoz,51,Senior Citizen,VIP,28,2,5900,3,3,2013-12-20,2950,210,145
4083,Kelvin Lal,52,Senior Citizen,VIP,12,3,7069,8,7,2013-06-04,2356,589,151
4084,Teresa Gutierrez,51,Senior Citizen,VIP,26,2,5888,4,4,2013-11-29,2944,226,146
4085,Adrienne Serrano,46,Mature,VIP,18,3,7000,7,7,2013-07-27,2333,388,150
4086,Kristin Jai,52,Senior Citizen,VIP,12,3,7229,6,6,2013-07-13,2409,602,150
4087,Latasha Dominguez,46,Mature,VIP,13,3,6959,9,9,2013-08-23,2319,535,149
4088,Robin Sanz,46,Mature,VIP,27,2,5917,4,4,2013-12-27,2958,219,145
4089,Colleen Cai,46,Mature,VIP,27,2,5896,5,5,2013-12-27,2948,218,145
4090,Martin Prasad,51,Senior Citizen,VIP,27,2,5895,3,3,2013-12-12,2947,218,145
4091,Troy Mehta,57,Senior Citizen,NEW,0,1,164,2,2,2013-07-23,164,164,150
4092,Jermaine Madan,53,Senior Citizen,NEW,0,1,40,2,2,2013-05-06,40,40,152
4093,Adrian Morris,66,Senior Citizen,NEW,0,1,37,2,2,2013-04-18,37,37,153
4094,Johnny Moyer,77,Senior Citizen,VIP,16,3,7265,7,7,2013-11-10,2421,454,146
4095,Wendy Ortega,71,Senior Citizen,VIP,17,3,7109,7,6,2013-11-17,2369,418,146
4096,Jodi Shan,76,Senior Citizen,VIP,17,3,7255,6,6,2013-12-09,2418,426,145
4097,Gary Schare,75,Senior Citizen,NEW,0,1,70,1,1,2013-09-18,70,70,148
4098,Morgan Bennett,76,Senior Citizen,VIP,23,3,8377,9,9,2013-08-03,2792,364,149
4099,Diana Sanz,75,Senior Citizen,NEW,0,1,39,3,3,2013-07-25,39,39,150
4100,Alvin Ma,75,Senior Citizen,NEW,0,1,91,3,3,2013-06-13,91,91,151
4101,Brenda Chandra,74,Senior Citizen,VIP,18,3,6953,6,6,2013-07-07,2317,386,150
4102,Shawn Shan,74,Senior Citizen,VIP,18,3,6944,7,7,2013-07-19,2314,385,150
4103,Allen Malhotra,74,Senior Citizen,NEW,1,2,97,6,6,2013-11-25,48,97,146
4104,Jonathan Lopez,68,Senior Citizen,NEW,9,2,108,6,6,2013-12-04,54,12,145
4105,Ashley Thompson,57,Senior Citizen,NEW,0,1,70,1,1,2013-07-20,70,70,150
4106,Tina Rana,55,Senior Citizen,NEW,0,1,120,2,2,2013-03-02,120,120,154
4107,Shannon Navarro,55,Senior Citizen,VIP,23,3,8421,8,8,2013-08-14,2807,366,149
4108,Roy Saunders,67,Senior Citizen,NEW,0,1,70,1,1,2013-03-26,70,70,154
4109,Colleen Gao,67,Senior Citizen,NEW,4,2,211,7,7,2013-10-06,105,52,147
4110,Meghan Carlson,52,Senior Citizen,NEW,0,1,120,2,2,2013-06-13,120,120,151
4111,Janelle Prasad,69,Senior Citizen,NEW,0,1,70,1,1,2013-12-27,70,70,145
4112,Leah Huang,64,Senior Citizen,NEW,0,1,79,2,2,2014-01-16,79,79,144
4113,Alicia Luo,64,Senior Citizen,NEW,0,1,94,2,2,2013-02-11,94,94,155
4114,Robert Smith,64,Senior Citizen,NEW,0,1,120,2,2,2014-01-19,120,120,144
4115,Erika Munoz,69,Senior Citizen,VIP,18,3,6919,7,7,2013-07-22,2306,384,150
4116,Christian Patterson,71,Senior Citizen,NEW,0,1,94,2,2,2013-07-10,94,94,150
4117,Mackenzie Ramirez,65,Senior Citizen,VIP,18,3,7212,7,7,2013-07-09,2404,400,150
4118,Dana Dominguez,72,Senior Citizen,VIP,18,3,6975,9,8,2013-07-29,2325,387,150
4119,Nelson Ortega,71,Senior Citizen,VIP,24,3,8301,5,5,2013-08-20,2767,345,149
4120,Johnny Tang,68,Senior Citizen,NEW,7,2,69,4,4,2013-12-12,34,9,145
4121,Erika Suarez,45,Mature,VIP,13,3,5217,8,8,2013-11-06,1739,401,146
4122,Brendan Andersen,45,Mature,VIP,14,3,5202,6,5,2013-12-13,1734,371,145
4123,Abby Raman,44,Mature,VIP,14,3,5193,6,6,2013-12-14,1731,370,145
4124,Sergio Lopez,45,Mature,NEW,4,2,81,4,4,2013-11-23,40,20,146
4125,Wendy Hernandez,46,Mature,NEW,0,2,122,6,6,2013-05-23,61,122,152
4126,Cory Martinez,46,Mature,NEW,10,2,81,4,4,2013-12-04,40,8,145
4127,Manuel Sanchez,46,Mature,NEW,8,2,86,4,4,2013-10-28,43,10,147
4128,Wesley Yang,40,Mature,VIP,14,3,5182,7,7,2013-12-04,1727,370,145
4129,Angelica Barnes,47,Mature,NEW,1,2,77,3,3,2013-05-10,38,77,152
4130,Jennifer Patterson,42,Mature,VIP,14,3,5177,6,6,2013-12-03,1725,369,145
4131,Roger Ma,42,Mature,VIP,14,3,5215,7,7,2013-12-06,1738,372,145
4132,Lacey Sun,43,Mature,NEW,0,2,81,4,4,2013-08-19,40,81,149
4133,Jenny Pal,48,Mature,NEW,4,2,152,6,6,2013-11-28,76,38,146
4134,Raul Rai,47,Mature,VIP,14,3,5237,7,7,2013-12-25,1745,374,145
4135,Meagan Raman,48,Mature,VIP,13,3,5151,5,5,2013-11-29,1717,396,146
4136,Derek Kumar,43,Mature,NEW,11,2,4381,4,4,2013-09-29,2190,398,148
4137,Emma Johnson,49,Mature,NEW,8,2,62,3,3,2013-09-08,31,7,148
4138,Luke Foster,48,Mature,NEW,3,2,162,6,5,2013-05-03,81,54,152
4139,Monique Hernandez,49,Mature,NEW,9,2,123,5,5,2013-10-26,61,13,147
4140,Colin She,50,Mature,NEW,1,2,60,2,2,2013-04-24,30,60,153
4141,Diane Bradley,49,Mature,NEW,8,2,62,3,3,2013-10-28,31,7,147
4142,Sandra Zheng,49,Mature,NEW,3,2,64,3,3,2013-12-24,32,21,145
4143,Karl Nara,49,Mature,NEW,3,2,138,4,4,2013-11-27,69,46,146
4144,Kelvin Wang,50,Mature,REGULAR,13,2,4366,2,2,2013-10-08,2183,335,147
4145,Deanna Serrano,50,Mature,REGULAR,12,2,4344,2,2,2013-10-08,2172,362,147
4146,Crystal Lu,49,Mature,REGULAR,13,2,4368,3,3,2013-10-26,2184,336,147
4147,Adriana Sara,50,Mature,NEW,0,2,162,6,6,2013-07-13,81,162,150
4148,Clarence Chen,44,Mature,NEW,4,2,97,5,5,2013-08-06,48,24,149
4149,James West,50,Mature,NEW,3,2,90,5,5,2013-06-07,45,30,151
4150,Natalie Morgan,45,Mature,NEW,5,2,64,3,3,2013-11-17,32,12,146
4151,Colleen Shan,51,Senior Citizen,REGULAR,12,2,4379,3,3,2013-10-01,2189,364,147
4152,Karl Shen,44,Mature,REGULAR,12,2,4344,2,1,2013-10-22,2172,362,147
4153,Meghan Moreno,50,Mature,REGULAR,12,2,4465,5,4,2013-10-21,2232,372,147
4154,Kristen Li,49,Mature,NEW,6,2,114,3,3,2013-08-30,57,19,149
4155,Joe Hernandez,49,Mature,NEW,10,2,110,3,3,2014-01-01,55,11,144
4156,Jamie Harrison,79,Senior Citizen,REGULAR,18,2,3149,6,6,2013-07-02,1574,174,150
4157,Dylan Foster,80,Senior Citizen,NEW,0,1,125,2,2,2013-03-26,125,125,154
4158,Jordan Gonzalez,80,Senior Citizen,NEW,9,3,214,7,7,2013-11-28,71,23,146
4159,Victoria Moore,80,Senior Citizen,NEW,0,1,40,2,2,2013-02-13,40,40,155
4160,Eric Washington,79,Senior Citizen,NEW,0,1,7,2,2,2013-11-17,7,7,146
4161,Candace Van,79,Senior Citizen,NEW,0,1,99,4,4,2014-01-28,99,99,144
4162,Trinity James,78,Senior Citizen,NEW,0,1,7,2,2,2013-02-23,7,7,155
4163,Kaitlyn Barnes,78,Senior Citizen,NEW,3,3,155,5,5,2013-11-20,51,51,146
4164,Victoria Murphy,78,Senior Citizen,NEW,0,1,7,2,2,2013-09-13,7,7,148
4165,Savannah Collins,77,Senior Citizen,NEW,0,1,5,1,1,2013-07-18,5,5,150
4166,Carl Anand,77,Senior Citizen,NEW,0,1,40,2,2,2013-07-08,40,40,150
4167,Nina Goel,77,Senior Citizen,REGULAR,18,2,3125,3,3,2013-07-18,1562,173,150
4168,Sara Hernandez,78,Senior Citizen,REGULAR,19,2,3181,6,6,2013-08-14,1590,167,149
4169,Xavier Bell,76,Senior Citizen,NEW,0,1,40,2,2,2013-09-20,40,40,148
4170,Zachary Miller,68,Senior Citizen,NEW,11,2,2919,4,4,2013-09-09,1459,265,148
4171,Jermaine Martinez,50,Mature,REGULAR,12,2,4391,2,2,2013-10-07,2195,365,147
4172,Destiny Jones,67,Senior Citizen,REGULAR,13,2,4392,5,5,2013-10-03,2196,337,147
4173,Alexandra Hill,40,Mature,NEW,9,4,215,12,11,2013-11-13,53,23,146
4174,Miguel Henderson,45,Mature,NEW,0,1,46,4,4,2013-04-21,46,46,153
4175,Trinity Rogers,46,Mature,NEW,0,1,100,5,5,2013-09-23,100,100,148
4176,Kristi Malhotra,42,Mature,NEW,4,2,4850,7,7,2013-10-25,2425,1212,147
4177,Kristi Ramos,48,Mature,NEW,4,2,4703,5,5,2013-10-23,2351,1175,147
4178,Jorge Lu,47,Mature,NEW,0,1,7,2,2,2013-11-25,7,7,146
4179,Drew Tang,65,Senior Citizen,REGULAR,12,2,4445,4,4,2013-10-13,2222,370,147
4180,Jay Rubio,65,Senior Citizen,REGULAR,12,2,4445,5,5,2013-10-20,2222,370,147
4181,Jillian Suri,65,Senior Citizen,REGULAR,12,2,4466,5,5,2013-10-22,2233,372,147
4182,Rosa Huang,53,Senior Citizen,REGULAR,12,2,4448,4,3,2013-10-06,2224,370,147
4183,Deanna Srini,59,Senior Citizen,REGULAR,12,2,4391,2,2,2013-10-27,2195,365,147
4184,Michele Raji,47,Mature,REGULAR,12,2,4368,3,3,2013-10-18,2184,364,147
4185,Mathew Hernandez,63,Senior Citizen,REGULAR,12,2,4441,5,4,2013-10-01,2220,370,147
4186,Jonathan Evans,62,Senior Citizen,REGULAR,13,2,4393,3,3,2013-10-14,2196,337,147
4187,Leah Yang,57,Senior Citizen,NEW,10,2,86,4,4,2014-01-05,43,8,144
4188,Benjamin Brown,47,Mature,NEW,4,2,4725,6,6,2013-10-26,2362,1181,147
4189,Isaac Watson,47,Mature,REGULAR,21,2,1631,4,4,2013-10-15,815,77,147
4190,Kayla Russell,41,Mature,REGULAR,21,2,1552,2,2,2013-10-15,776,73,147
4191,Katherine Watson,46,Mature,NEW,0,1,99,4,4,2013-12-05,99,99,145
4192,Andres Kumar,46,Mature,REGULAR,21,2,1552,2,2,2013-10-02,776,73,147
4193,Tasha Shan,61,Senior Citizen,REGULAR,13,2,4384,4,4,2013-10-08,2192,337,147
4194,Samuel King,55,Senior Citizen,REGULAR,19,2,3210,7,7,2013-08-27,1605,168,149
4195,Erik Suarez,49,Mature,REGULAR,19,2,3174,6,6,2013-08-18,1587,167,149
4196,Edwin Huang,54,Senior Citizen,REGULAR,19,2,3155,4,4,2013-08-25,1577,166,149
4197,Isaiah Reed,49,Mature,REGULAR,19,2,3159,5,5,2013-08-04,1579,166,149
4198,Elijah Kumar,63,Senior Citizen,NEW,6,3,192,10,7,2014-01-17,64,32,144
4199,Lauren Watson,58,Senior Citizen,NEW,0,1,7,2,2,2013-02-07,7,7,155
4200,Joe Jordan,64,Senior Citizen,REGULAR,19,2,3080,3,3,2013-08-19,1540,162,149
4201,Mindy Simpson,64,Senior Citizen,REGULAR,18,2,3143,4,4,2013-08-08,1571,174,149
4202,Miranda Washington,64,Senior Citizen,NEW,4,2,4793,7,7,2013-10-27,2396,1198,147
4203,Blake Bryant,63,Senior Citizen,NEW,0,1,13,2,2,2013-07-29,13,13,150
4204,David Lewis,58,Senior Citizen,REGULAR,19,2,3212,6,6,2013-08-19,1606,169,149
4205,Deanna Gonzalez,53,Senior Citizen,REGULAR,12,2,4444,5,5,2013-10-15,2222,370,147
4206,Shawna Black,53,Senior Citizen,REGULAR,12,2,4433,5,5,2013-10-27,2216,369,147
4207,Maurice Andersen,54,Senior Citizen,NEW,5,2,99,4,4,2013-10-20,49,19,147
4208,Josue Diaz,53,Senior Citizen,REGULAR,13,2,4446,3,2,2013-10-27,2223,342,147
4209,Colleen Luo,58,Senior Citizen,NEW,11,2,2951,5,5,2013-09-14,1475,268,148
4210,Frank Romero,47,Mature,NEW,11,2,2916,5,5,2013-09-28,1458,265,148
4211,Kurt Raje,58,Senior Citizen,REGULAR,12,2,2926,4,4,2013-10-02,1463,243,147
4212,Kenneth Luo,60,Senior Citizen,REGULAR,13,2,2910,3,3,2013-11-19,1455,223,146
4213,Marcus Henderson,59,Senior Citizen,NEW,8,2,69,4,4,2013-12-21,34,8,145
4214,Briana Martin,59,Senior Citizen,REGULAR,13,2,2818,2,2,2013-11-23,1409,216,146
4215,Amanda Jenkins,54,Senior Citizen,NEW,11,2,4490,6,6,2013-10-04,2245,408,147
4216,Alberto Jim+¬nez,54,Senior Citizen,NEW,11,2,4468,6,6,2013-10-12,2234,406,147
4217,Desiree Gutierrez,61,Senior Citizen,NEW,2,2,101,6,6,2013-04-07,50,50,153
4218,Ethan Jai,55,Senior Citizen,NEW,9,2,41,4,4,2013-11-26,20,4,146
4219,Willie Johnsen,55,Senior Citizen,NEW,10,2,4399,3,2,2013-09-30,2199,439,148
4220,Clayton Chen,50,Mature,NEW,11,2,4399,3,3,2013-10-01,2199,399,147
4221,Micah Liu,51,Senior Citizen,NEW,11,2,4384,4,4,2013-10-24,2192,398,147
4222,Troy Arun,51,Senior Citizen,NEW,11,2,4447,5,5,2013-10-22,2223,404,147
4223,Cynthia Patel,51,Senior Citizen,NEW,4,2,123,5,5,2013-10-26,61,30,147
4224,Ebony Martin,51,Senior Citizen,NEW,11,2,4366,2,2,2013-10-09,2183,396,147
4225,Pedro Gutierrez,51,Senior Citizen,NEW,6,2,72,4,4,2013-11-25,36,12,146
4226,Yolanda Bhat,61,Senior Citizen,REGULAR,12,2,4401,3,3,2013-10-24,2200,366,147
4227,Lori Moreno,46,Mature,NEW,11,2,4391,2,2,2013-10-17,2195,399,147
4228,Harold Malhotra,58,Senior Citizen,NEW,11,2,4470,6,5,2013-10-28,2235,406,147
4229,Jermaine Raman,57,Senior Citizen,NEW,11,2,4375,4,4,2013-10-13,2187,397,147
4230,Calvin Rai,58,Senior Citizen,REGULAR,12,2,2833,4,4,2013-11-09,1416,236,146
4231,Jillian Vance,53,Senior Citizen,NEW,5,2,243,6,6,2014-01-14,121,48,144
4232,Alexia Barnes,59,Senior Citizen,NEW,3,2,90,5,5,2014-01-15,45,30,144
4233,Omar Ma,54,Senior Citizen,NEW,2,2,40,3,3,2013-08-19,20,20,149
4234,Tammy Rodriguez,54,Senior Citizen,NEW,2,2,60,2,2,2013-09-19,30,30,148
4235,Kathleen Moreno,62,Senior Citizen,NEW,4,2,60,2,2,2013-07-29,30,15,150
4236,Kari Lopez,55,Senior Citizen,NEW,2,2,191,7,7,2013-08-27,95,95,149
4237,Brandy Kapoor,61,Senior Citizen,NEW,3,2,127,5,5,2013-06-02,63,42,151
4238,Devon Lal,50,Mature,NEW,4,2,66,4,4,2013-10-20,33,16,147
4239,Jonathon Alonso,59,Senior Citizen,NEW,4,2,99,4,4,2013-10-13,49,24,147
4240,Sergio Rodriguez,64,Senior Citizen,NEW,1,2,123,5,5,2013-08-05,61,123,149
4241,Monique Navarro,67,Senior Citizen,NEW,5,2,74,4,4,2013-12-11,37,14,145
4242,Geoffrey Madan,62,Senior Citizen,NEW,1,2,52,5,5,2013-08-06,26,52,149
4243,Neil Suarez,67,Senior Citizen,NEW,0,2,37,3,3,2013-08-23,18,37,149
4244,Lauren Harris,45,Mature,NEW,0,1,37,3,3,2013-10-28,37,37,147
4245,Alexis Rodriguez,45,Mature,NEW,7,4,179,12,11,2013-10-27,44,25,147
4246,Eduardo Ross,45,Mature,NEW,0,1,31,2,2,2013-07-30,31,31,150
4247,Kaitlyn Watson,45,Mature,NEW,0,1,22,1,1,2013-05-27,22,22,152
4248,Catherine Stewart,45,Mature,NEW,0,1,7,2,2,2013-05-09,7,7,152
4249,Richard Harris,44,Mature,NEW,0,1,64,3,3,2013-11-09,64,64,146
4250,Abigail Anderson,41,Mature,NEW,0,1,46,2,2,2013-09-04,46,46,148
4251,Jose Scott,40,Mature,NEW,0,1,57,2,2,2013-05-05,57,57,152
4252,Noah Hall,41,Mature,NEW,8,4,200,11,10,2014-01-28,50,25,144
4253,Jada Murphy,41,Mature,REGULAR,20,2,1552,2,2,2013-10-27,776,77,147
4254,Barry Suri,74,Senior Citizen,NEW,3,2,79,4,4,2013-11-17,39,26,146
4255,Carla Chapman,41,Mature,REGULAR,21,2,1624,4,4,2013-10-12,812,77,147
4256,Evan Collins,43,Mature,REGULAR,21,2,1587,3,3,2013-11-06,793,75,146
4257,Dalton Ramirez,43,Mature,REGULAR,21,2,1631,4,4,2013-11-17,815,77,146
4258,Matthew Anderson,43,Mature,NEW,0,1,40,2,2,2013-02-03,40,40,155
4259,Chloe Reed,43,Mature,NEW,0,1,5,1,1,2013-09-25,5,5,148
4260,Franklin Zhu,43,Mature,NEW,0,1,22,1,1,2014-01-04,22,22,144
4261,Kathleen Torres,43,Mature,NEW,0,1,46,4,4,2013-04-04,46,46,153
4262,Carolyn Torres,76,Senior Citizen,NEW,3,2,70,6,6,2013-07-28,35,23,150
4263,Jan Gonzalez,81,Senior Citizen,NEW,10,2,3772,2,2,2013-09-13,1886,377,148
4264,Paige Coleman,80,Senior Citizen,NEW,3,2,79,4,4,2014-01-26,39,26,144
4265,Peter Goel,80,Senior Citizen,NEW,6,2,39,2,2,2013-09-03,19,6,148
4266,Kristopher Malhotra,80,Senior Citizen,REGULAR,12,2,2897,4,4,2013-10-29,1448,241,147
4267,Briana Suarez,80,Senior Citizen,REGULAR,12,2,2934,6,6,2013-11-15,1467,244,146
4268,Kendra Alvarez,78,Senior Citizen,REGULAR,13,2,2853,3,3,2013-12-25,1426,219,145
4269,Shannon Wu,73,Senior Citizen,REGULAR,14,2,2840,2,2,2013-12-12,1420,202,145
4270,Chloe King,45,Mature,NEW,0,1,7,2,2,2013-04-27,7,7,153
4271,Ariana Cox,44,Mature,NEW,0,1,40,2,2,2013-08-06,40,40,149
4272,Samuel Yang,45,Mature,NEW,0,1,40,2,2,2013-09-03,40,40,148
4273,Kyle Gonzales,45,Mature,NEW,0,1,64,3,3,2013-11-24,64,64,146
4274,Brandon Alexander,45,Mature,NEW,0,1,104,3,3,2013-04-06,104,104,153
4275,Alexander Johnson,44,Mature,NEW,0,1,114,4,4,2013-05-18,114,114,152
4276,Eric Collins,44,Mature,NEW,0,1,14,2,2,2013-02-27,14,14,155
4277,Megan Hall,41,Mature,NEW,11,2,1346,4,4,2013-01-20,673,122,156
